Species 1,Species 2,Uncorr_pdist
CE35393,CE3750,0.0121580547
CE35727,CE3750,0.0030395137
CE35728,CE3750,0.0015974441
CE35729,CE3750,0
CE36236,CE3750,0.0030395137
CE36237,CE3750,0.0075987842
CE36239,CE3750,0
CE36240,CE3750,0.009118541
CE36241,CE3750,0
CE36242,CE3750,0.0015197568
CE36244,CE3750,0.0031796502
CE3745,CE3750,0
CE10522,CE3751,0.0455927052
CE10523,CE3751,0.0455927052
CE10784,CE3751,0.0015197568
CE10836,CE3751,0.0015197568
CE10846,CE3751,0.001572327
CE10847,CE3751,0.0015197568
CE10848,CE3751,0.0015197568
CE10849,CE3751,0.0015197568
CE10865,CE3751,0.047112462
CE11349,CE3751,0.0518134715
CE16688,CE3751,0
CE16864,CE3751,0.0015197568
CE16866,CE3751,0.0015197568
CE17759,CE3751,0.0486322188
CE18811,CE3751,0
CE19894,CE3751,0.0547112462
CE19895,CE3751,0.0547112462
CE19900,CE3751,0.056231003
CE19902,CE3751,0.0506134969
CE2714,CE3751,0.0486322188
CE2715,CE3751,0.0486322188
CE27739,CE3751,0.0440729483
CE30774,CE3751,0.0060790274
CE3121,CE3751,0.0547112462
CE31633,CE3751,0.056231003
CE31676,CE3751,0.0531914894
CE3236,CE3751,0.1550151976
CE35336,CE3751,0.0547112462
CE35337,CE3751,0.0547112462
CE35393,CE3751,0.0106382979
CE35727,CE3751,0.0015197568
CE35728,CE3751,0
CE35729,CE3751,0.0016025641
CE36236,CE3751,0.0045592705
CE36237,CE3751,0.0060790274
CE36239,CE3751,0.0015948963
CE36240,CE3751,0.0075987842
CE36241,CE3751,0.0015197568
CE36242,CE3751,0
CE36244,CE3751,0.0015898251
CE3745,CE3751,0.0015197568
CE3750,CE3751,0.0015197568
CE10522,CE3752,0.047112462
CE10523,CE3752,0.047112462
CE10784,CE3752,0
CE10836,CE3752,0.0030395137
CE10846,CE3752,0
CE10847,CE3752,0
CE10848,CE3752,0
CE10849,CE3752,0.0030395137
CE10865,CE3752,0.0486322188
CE11349,CE3752,0.0535405872
CE16688,CE3752,0.0015197568
CE16864,CE3752,0.0030395137
CE16866,CE3752,0.0030395137
CE17759,CE3752,0.0501519757
CE18811,CE3752,0.0015197568
CE19894,CE3752,0.056231003
CE19895,CE3752,0.056231003
CE19900,CE3752,0.0577507599
CE19902,CE3752,0.0521472393
CE2714,CE3752,0.0501519757
CE2715,CE3752,0.0501519757
CE27739,CE3752,0.0455927052
CE30774,CE3752,0.0075987842
CE3121,CE3752,0.056231003
CE31633,CE3752,0.0577507599
CE31676,CE3752,0.0547112462
CE3236,CE3752,0.1565349544
CE35336,CE3752,0.056231003
CE35337,CE3752,0.056231003
CE35393,CE3752,0.0121580547
CE35727,CE3752,0.0030395137
CE35728,CE3752,0.0015974441
CE35729,CE3752,0
CE36236,CE3752,0.0030395137
CE36237,CE3752,0.0075987842
CE36239,CE3752,0
CE36240,CE3752,0.009118541
CE36241,CE3752,0
CE36242,CE3752,0.0015197568
CE36244,CE3752,0.0031796502
CE3745,CE3752,0
CE3750,CE3752,0
CE3751,CE3752,0.0015197568
CE10522,CE3781,0
CE10523,CE3781,0
CE10784,CE3781,0.047112462
CE10836,CE3781,0.047112462
CE10846,CE3781,0.0455974843
CE10847,CE3781,0.047112462
CE10848,CE3781,0.047112462
CE10849,CE3781,0.047112462
CE10865,CE3781,0.0015197568
CE11349,CE3781,0.0034542314
CE16688,CE3781,0.0455927052
CE16864,CE3781,0.047112462
CE16866,CE3781,0.0440729483
CE17759,CE3781,0.0030395137
CE18811,CE3781,0.0455927052
CE19894,CE3781,0.0623100304
CE19895,CE3781,0.0623100304
CE19900,CE3781,0.0638297872
CE19902,CE3781,0.0598159509
CE2714,CE3781,0.0030395137
CE2715,CE3781,0.0030395137
CE27739,CE3781,0.0015197568
CE30774,CE3781,0.0455927052
CE3121,CE3781,0.0623100304
CE31633,CE3781,0.0638297872
CE31676,CE3781,0.0136778116
CE3236,CE3781,0.1550151976
CE35336,CE3781,0.0623100304
CE35337,CE3781,0.0623100304
CE35393,CE3781,0.0501519757
CE35727,CE3781,0.0440729483
CE35728,CE3781,0.0431309904
CE35729,CE3781,0.0448717949
CE36236,CE3781,0.0501519757
CE36237,CE3781,0.0455927052
CE36239,CE3781,0.0446570973
CE36240,CE3781,0.047112462
CE36241,CE3781,0.047112462
CE36242,CE3781,0.0455927052
CE36244,CE3781,0.0461049285
CE3745,CE3781,0.047112462
CE3750,CE3781,0.047112462
CE3751,CE3781,0.0455927052
CE3752,CE3781,0.047112462
CE10522,CE3817,0.047112462
CE10523,CE3817,0.047112462
CE10784,CE3817,0.0030395137
CE10836,CE3817,0
CE10846,CE3817,0.0031446541
CE10847,CE3817,0.0030395137
CE10848,CE3817,0.0030395137
CE10849,CE3817,0
CE10865,CE3817,0.0486322188
CE11349,CE3817,0.0535405872
CE16688,CE3817,0.0015197568
CE16864,CE3817,0
CE16866,CE3817,0.0030395137
CE17759,CE3817,0.0501519757
CE18811,CE3817,0.0015197568
CE19894,CE3817,0.056231003
CE19895,CE3817,0.056231003
CE19900,CE3817,0.0577507599
CE19902,CE3817,0.0521472393
CE2714,CE3817,0.0501519757
CE2715,CE3817,0.0501519757
CE27739,CE3817,0.0455927052
CE30774,CE3817,0.0075987842
CE3121,CE3817,0.056231003
CE31633,CE3817,0.0577507599
CE31676,CE3817,0.0547112462
CE3236,CE3817,0.1565349544
CE35336,CE3817,0.056231003
CE35337,CE3817,0.056231003
CE35393,CE3817,0.0121580547
CE35727,CE3817,0.0030395137
CE35728,CE3817,0.0015974441
CE35729,CE3817,0.0032051282
CE36236,CE3817,0.0060790274
CE36237,CE3817,0.0075987842
CE36239,CE3817,0.0031897927
CE36240,CE3817,0.009118541
CE36241,CE3817,0.0030395137
CE36242,CE3817,0.0015197568
CE36244,CE3817,0.0031796502
CE3745,CE3817,0.0030395137
CE3750,CE3817,0.0030395137
CE3751,CE3817,0.0015197568
CE3752,CE3817,0.0030395137
CE3781,CE3817,0.047112462
CE10522,CE3936,0.0607902736
CE10523,CE3936,0.0607902736
CE10784,CE3936,0.0516717325
CE10836,CE3936,0.0516717325
CE10846,CE3936,0.0455974843
CE10847,CE3936,0.0516717325
CE10848,CE3936,0.0516717325
CE10849,CE3936,0.0516717325
CE10865,CE3936,0.0623100304
CE11349,CE3936,0.0656303972
CE16688,CE3936,0.0501519757
CE16864,CE3936,0.0516717325
CE16866,CE3936,0.0516717325
CE17759,CE3936,0.0607902736
CE18811,CE3936,0.0501519757
CE19894,CE3936,0.0045592705
CE19895,CE3936,0.0045592705
CE19900,CE3936,0.0060790274
CE19902,CE3936,0.004601227
CE2714,CE3936,0.0607902736
CE2715,CE3936,0.0607902736
CE27739,CE3936,0.0592705167
CE30774,CE3936,0.056231003
CE3121,CE3936,0.0045592705
CE31633,CE3936,0.0060790274
CE31676,CE3936,0.0653495441
CE3236,CE3936,0.1519756839
CE35336,CE3936,0.0045592705
CE35337,CE3936,0.0045592705
CE35393,CE3936,0.0607902736
CE35727,CE3936,0.0516717325
CE35728,CE3936,0.0447284345
CE35729,CE3936,0.046474359
CE36236,CE3936,0.0547112462
CE36237,CE3936,0.056231003
CE36239,CE3936,0.0462519936
CE36240,CE3936,0.056231003
CE36241,CE3936,0.0516717325
CE36242,CE3936,0.0501519757
CE36244,CE3936,0.0540540541
CE3745,CE3936,0.0516717325
CE3750,CE3936,0.0516717325
CE3751,CE3936,0.0501519757
CE3752,CE3936,0.0516717325
CE3781,CE3936,0.0607902736
CE3817,CE3936,0.0516717325
CE10522,CE3937,0.0623100304
CE10523,CE3937,0.0623100304
CE10784,CE3937,0.0531914894
CE10836,CE3937,0.0531914894
CE10846,CE3937,0.0455974843
CE10847,CE3937,0.0531914894
CE10848,CE3937,0.0531914894
CE10849,CE3937,0.0531914894
CE10865,CE3937,0.0638297872
CE11349,CE3937,0.067357513
CE16688,CE3937,0.0516717325
CE16864,CE3937,0.0531914894
CE16866,CE3937,0.0531914894
CE17759,CE3937,0.0623100304
CE18811,CE3937,0.0516717325
CE19894,CE3937,0.0060790274
CE19895,CE3937,0.0060790274
CE19900,CE3937,0.0075987842
CE19902,CE3937,0.0061349693
CE2714,CE3937,0.0623100304
CE2715,CE3937,0.0623100304
CE27739,CE3937,0.0607902736
CE30774,CE3937,0.0577507599
CE3121,CE3937,0.0060790274
CE31633,CE3937,0.0075987842
CE31676,CE3937,0.0668693009
CE3236,CE3937,0.1534954407
CE35336,CE3937,0.0060790274
CE35337,CE3937,0.0060790274
CE35393,CE3937,0.0623100304
CE35727,CE3937,0.0531914894
CE35728,CE3937,0.0447284345
CE35729,CE3937,0.046474359
CE36236,CE3937,0.056231003
CE36237,CE3937,0.0577507599
CE36239,CE3937,0.0462519936
CE36240,CE3937,0.0577507599
CE36241,CE3937,0.0531914894
CE36242,CE3937,0.0516717325
CE36244,CE3937,0.0556438792
CE3745,CE3937,0.0531914894
CE3750,CE3937,0.0531914894
CE3751,CE3937,0.0516717325
CE3752,CE3937,0.0531914894
CE3781,CE3937,0.0623100304
CE3817,CE3937,0.0531914894
CE3936,CE3937,0.0015197568
CE10522,CE3944,0.1550151976
CE10523,CE3944,0.1550151976
CE10784,CE3944,0.1565349544
CE10836,CE3944,0.1565349544
CE10846,CE3944,0.1556603774
CE10847,CE3944,0.1565349544
CE10848,CE3944,0.1565349544
CE10849,CE3944,0.1565349544
CE10865,CE3944,0.1565349544
CE11349,CE3944,0.1606217617
CE16688,CE3944,0.1550151976
CE16864,CE3944,0.1565349544
CE16866,CE3944,0.1565349544
CE17759,CE3944,0.1550151976
CE18811,CE3944,0.1550151976
CE19894,CE3944,0.1550151976
CE19895,CE3944,0.1550151976
CE19900,CE3944,0.1565349544
CE19902,CE3944,0.1549079755
CE2714,CE3944,0.1550151976
CE2715,CE3944,0.1550151976
CE27739,CE3944,0.1550151976
CE30774,CE3944,0.1550151976
CE3121,CE3944,0.1550151976
CE31633,CE3944,0.1565349544
CE31676,CE3944,0.1580547112
CE3236,CE3944,0
CE35336,CE3944,0.1550151976
CE35337,CE3944,0.1550151976
CE35393,CE3944,0.1550151976
CE35727,CE3944,0.1565349544
CE35728,CE3944,0.1565495208
CE35729,CE3944,0.1586538462
CE36236,CE3944,0.1565349544
CE36237,CE3944,0.1550151976
CE36239,CE3944,0.1578947368
CE36240,CE3944,0.1565349544
CE36241,CE3944,0.1565349544
CE36242,CE3944,0.1550151976
CE36244,CE3944,0.1558028617
CE3745,CE3944,0.1565349544
CE3750,CE3944,0.1565349544
CE3751,CE3944,0.1550151976
CE3752,CE3944,0.1565349544
CE3781,CE3944,0.1550151976
CE3817,CE3944,0.1565349544
CE3936,CE3944,0.1519756839
CE3937,CE3944,0.1534954407
CE10522,CE4324,0.047112462
CE10523,CE4324,0.047112462
CE10784,CE4324,0
CE10836,CE4324,0.0030395137
CE10846,CE4324,0
CE10847,CE4324,0
CE10848,CE4324,0
CE10849,CE4324,0.0030395137
CE10865,CE4324,0.0486322188
CE11349,CE4324,0.0535405872
CE16688,CE4324,0.0015197568
CE16864,CE4324,0.0030395137
CE16866,CE4324,0.0030395137
CE17759,CE4324,0.0501519757
CE18811,CE4324,0.0015197568
CE19894,CE4324,0.056231003
CE19895,CE4324,0.056231003
CE19900,CE4324,0.0577507599
CE19902,CE4324,0.0521472393
CE2714,CE4324,0.0501519757
CE2715,CE4324,0.0501519757
CE27739,CE4324,0.0455927052
CE30774,CE4324,0.0075987842
CE3121,CE4324,0.056231003
CE31633,CE4324,0.0577507599
CE31676,CE4324,0.0547112462
CE3236,CE4324,0.1565349544
CE35336,CE4324,0.056231003
CE35337,CE4324,0.056231003
CE35393,CE4324,0.0121580547
CE35727,CE4324,0.0030395137
CE35728,CE4324,0.0015974441
CE35729,CE4324,0
CE36236,CE4324,0.0030395137
CE36237,CE4324,0.0075987842
CE36239,CE4324,0
CE36240,CE4324,0.009118541
CE36241,CE4324,0
CE36242,CE4324,0.0015197568
CE36244,CE4324,0.0031796502
CE3745,CE4324,0
CE3750,CE4324,0
CE3751,CE4324,0.0015197568
CE3752,CE4324,0
CE3781,CE4324,0.047112462
CE3817,CE4324,0.0030395137
CE3936,CE4324,0.0516717325
CE3937,CE4324,0.0531914894
CE3944,CE4324,0.1565349544
CE10522,CE767,0.047112462
CE10523,CE767,0.047112462
CE10784,CE767,0.0030395137
CE10836,CE767,0.0030395137
CE10846,CE767,0.0031446541
CE10847,CE767,0.0030395137
CE10848,CE767,0.0030395137
CE10849,CE767,0.0030395137
CE10865,CE767,0.0486322188
CE11349,CE767,0.0518134715
CE16688,CE767,0.0015197568
CE16864,CE767,0.0030395137
CE16866,CE767,0.0030395137
CE17759,CE767,0.0501519757
CE18811,CE767,0.0015197568
CE19894,CE767,0.0547112462
CE19895,CE767,0.0547112462
CE19900,CE767,0.056231003
CE19902,CE767,0.0506134969
CE2714,CE767,0.0501519757
CE2715,CE767,0.0501519757
CE27739,CE767,0.0455927052
CE30774,CE767,0.0075987842
CE3121,CE767,0.0547112462
CE31633,CE767,0.056231003
CE31676,CE767,0.0547112462
CE3236,CE767,0.1550151976
CE35336,CE767,0.0547112462
CE35337,CE767,0.0547112462
CE35393,CE767,0.0121580547
CE35727,CE767,0.0030395137
CE35728,CE767,0.0015974441
CE35729,CE767,0.0032051282
CE36236,CE767,0.0060790274
CE36237,CE767,0.0075987842
CE36239,CE767,0.0031897927
CE36240,CE767,0.009118541
CE36241,CE767,0.0030395137
CE36242,CE767,0.0015197568
CE36244,CE767,0.0031796502
CE3745,CE767,0.0030395137
CE3750,CE767,0.0030395137
CE3751,CE767,0.0015197568
CE3752,CE767,0.0030395137
CE3781,CE767,0.047112462
CE3817,CE767,0.0030395137
CE3936,CE767,0.0501519757
CE3937,CE767,0.0516717325
CE3944,CE767,0.1550151976
CE4324,CE767,0.0030395137
CE10522,CE19886,0.047112462
CE10523,CE19886,0.047112462
CE10784,CE19886,0.0030395137
CE10836,CE19886,0.0030395137
CE10846,CE19886,0.0031446541
CE10847,CE19886,0.0030395137
CE10848,CE19886,0.0030395137
CE10849,CE19886,0.0030395137
CE10865,CE19886,0.0486322188
CE11349,CE19886,0.0518134715
CE16688,CE19886,0.0015197568
CE16864,CE19886,0.0030395137
CE16866,CE19886,0.0030395137
CE17759,CE19886,0.0501519757
CE18811,CE19886,0.0015197568
CE19894,CE19886,0.0547112462
CE19895,CE19886,0.0547112462
CE19900,CE19886,0.056231003
CE19902,CE19886,0.0506134969
CE2714,CE19886,0.0501519757
CE2715,CE19886,0.0501519757
CE27739,CE19886,0.0455927052
CE30774,CE19886,0.0075987842
CE3121,CE19886,0.0547112462
CE31633,CE19886,0.056231003
CE31676,CE19886,0.0547112462
CE3236,CE19886,0.1550151976
CE35336,CE19886,0.0547112462
CE35337,CE19886,0.0547112462
CE35393,CE19886,0.0121580547
CE35727,CE19886,0.0030395137
CE35728,CE19886,0.0015974441
CE35729,CE19886,0.0032051282
CE36236,CE19886,0.0060790274
CE36237,CE19886,0.0075987842
CE36239,CE19886,0.0031897927
CE36240,CE19886,0.009118541
CE36241,CE19886,0.0030395137
CE36242,CE19886,0.0015197568
CE36244,CE19886,0.0031796502
CE3745,CE19886,0.0030395137
CE3750,CE19886,0.0030395137
CE3751,CE19886,0.0015197568
CE3752,CE19886,0.0030395137
CE3781,CE19886,0.047112462
CE3817,CE19886,0.0030395137
CE3936,CE19886,0.0501519757
CE3937,CE19886,0.0516717325
CE3944,CE19886,0.1550151976
CE4324,CE19886,0.0030395137
CE767,CE19886,0
CE10522,CE19887,0.0031152648
CE10523,CE19887,0.0031152648
CE10784,CE19887,0.0482866044
CE10836,CE19887,0.0482866044
CE10846,CE19887,0.0487421384
CE10847,CE19887,0.0482866044
CE10848,CE19887,0.0482866044
CE10849,CE19887,0.0482866044
CE10865,CE19887,0.0046728972
CE11349,CE19887,0
CE16688,CE19887,0.046728972
CE16864,CE19887,0.0482866044
CE16866,CE19887,0.0451713396
CE17759,CE19887,0
CE18811,CE19887,0.046728972
CE19894,CE19887,0.0560747664
CE19895,CE19887,0.0560747664
CE19900,CE19887,0.0560747664
CE19902,CE19887,0.0560747664
CE2714,CE19887,0
CE2715,CE19887,0
CE27739,CE19887,0.0046728972
CE30774,CE19887,0.0451713396
CE3121,CE19887,0.0560747664
CE31633,CE19887,0.0576323988
CE31676,CE19887,0.0171339564
CE3236,CE19887,0.1557632399
CE35336,CE19887,0.0560747664
CE35337,CE19887,0.0560747664
CE35393,CE19887,0.0514018692
CE35727,CE19887,0.0451713396
CE35728,CE19887,0.0463258786
CE35729,CE19887,0.0480769231
CE36236,CE19887,0.0498442368
CE36237,CE19887,0.0451713396
CE36239,CE19887,0.04784689
CE36240,CE19887,0.0451713396
CE36241,CE19887,0.0482866044
CE36242,CE19887,0.046728972
CE36244,CE19887,0.0473083197
CE3745,CE19887,0.0482866044
CE3750,CE19887,0.0482866044
CE3751,CE19887,0.046728972
CE3752,CE19887,0.0482866044
CE3781,CE19887,0.0031152648
CE3817,CE19887,0.0482866044
CE3936,CE19887,0.054517134
CE3937,CE19887,0.054517134
CE3944,CE19887,0.1557632399
CE4324,CE19887,0.0482866044
CE767,CE19887,0.0482866044
CE19886,CE19887,0.0482866044
CE10522,CE26990,0.0623100304
CE10523,CE26990,0.0623100304
CE10784,CE26990,0.056231003
CE10836,CE26990,0.056231003
CE10846,CE26990,0.0503144654
CE10847,CE26990,0.056231003
CE10848,CE26990,0.056231003
CE10849,CE26990,0.056231003
CE10865,CE26990,0.0638297872
CE11349,CE26990,0.0639032815
CE16688,CE26990,0.0547112462
CE16864,CE26990,0.056231003
CE16866,CE26990,0.056231003
CE17759,CE26990,0.0623100304
CE18811,CE26990,0.0547112462
CE19894,CE26990,0
CE19895,CE26990,0
CE19900,CE26990,0.0015197568
CE19902,CE26990,0
CE2714,CE26990,0.0623100304
CE2715,CE26990,0.0623100304
CE27739,CE26990,0.0607902736
CE30774,CE26990,0.0607902736
CE3121,CE26990,0
CE31633,CE26990,0.0015197568
CE31676,CE26990,0.0668693009
CE3236,CE26990,0.1550151976
CE35336,CE26990,0
CE35337,CE26990,0
CE35393,CE26990,0.0653495441
CE35727,CE26990,0.056231003
CE35728,CE26990,0.0495207668
CE35729,CE26990,0.0512820513
CE36236,CE26990,0.0592705167
CE36237,CE26990,0.0607902736
CE36239,CE26990,0.0510366826
CE36240,CE26990,0.0607902736
CE36241,CE26990,0.056231003
CE36242,CE26990,0.0547112462
CE36244,CE26990,0.0588235294
CE3745,CE26990,0.056231003
CE3750,CE26990,0.056231003
CE3751,CE26990,0.0547112462
CE3752,CE26990,0.056231003
CE3781,CE26990,0.0623100304
CE3817,CE26990,0.056231003
CE3936,CE26990,0.0045592705
CE3937,CE26990,0.0060790274
CE3944,CE26990,0.1550151976
CE4324,CE26990,0.056231003
CE767,CE26990,0.0547112462
CE19886,CE26990,0.0547112462
CE19887,CE26990,0.0560747664
CE10522,CE26991,0.0623100304
CE10523,CE26991,0.0623100304
CE10784,CE26991,0.056231003
CE10836,CE26991,0.056231003
CE10846,CE26991,0.0503144654
CE10847,CE26991,0.056231003
CE10848,CE26991,0.056231003
CE10849,CE26991,0.056231003
CE10865,CE26991,0.0638297872
CE11349,CE26991,0.0639032815
CE16688,CE26991,0.0547112462
CE16864,CE26991,0.056231003
CE16866,CE26991,0.056231003
CE17759,CE26991,0.0623100304
CE18811,CE26991,0.0547112462
CE19894,CE26991,0
CE19895,CE26991,0
CE19900,CE26991,0.0015197568
CE19902,CE26991,0
CE2714,CE26991,0.0623100304
CE2715,CE26991,0.0623100304
CE27739,CE26991,0.0607902736
CE30774,CE26991,0.0607902736
CE3121,CE26991,0
CE31633,CE26991,0.0015197568
CE31676,CE26991,0.0668693009
CE3236,CE26991,0.1550151976
CE35336,CE26991,0
CE35337,CE26991,0
CE35393,CE26991,0.0653495441
CE35727,CE26991,0.056231003
CE35728,CE26991,0.0495207668
CE35729,CE26991,0.0512820513
CE36236,CE26991,0.0592705167
CE36237,CE26991,0.0607902736
CE36239,CE26991,0.0510366826
CE36240,CE26991,0.0607902736
CE36241,CE26991,0.056231003
CE36242,CE26991,0.0547112462
CE36244,CE26991,0.0588235294
CE3745,CE26991,0.056231003
CE3750,CE26991,0.056231003
CE3751,CE26991,0.0547112462
CE3752,CE26991,0.056231003
CE3781,CE26991,0.0623100304
CE3817,CE26991,0.056231003
CE3936,CE26991,0.0045592705
CE3937,CE26991,0.0060790274
CE3944,CE26991,0.1550151976
CE4324,CE26991,0.056231003
CE767,CE26991,0.0547112462
CE19886,CE26991,0.0547112462
CE19887,CE26991,0.0560747664
CE26990,CE26991,0
CE10522,CE26994,0.0623100304
CE10523,CE26994,0.0623100304
CE10784,CE26994,0.056231003
CE10836,CE26994,0.056231003
CE10846,CE26994,0.0503144654
CE10847,CE26994,0.056231003
CE10848,CE26994,0.056231003
CE10849,CE26994,0.056231003
CE10865,CE26994,0.0638297872
CE11349,CE26994,0.0639032815
CE16688,CE26994,0.0547112462
CE16864,CE26994,0.056231003
CE16866,CE26994,0.056231003
CE17759,CE26994,0.0623100304
CE18811,CE26994,0.0547112462
CE19894,CE26994,0
CE19895,CE26994,0
CE19900,CE26994,0.0015197568
CE19902,CE26994,0
CE2714,CE26994,0.0623100304
CE2715,CE26994,0.0623100304
CE27739,CE26994,0.0607902736
CE30774,CE26994,0.0607902736
CE3121,CE26994,0
CE31633,CE26994,0.0015197568
CE31676,CE26994,0.0668693009
CE3236,CE26994,0.1550151976
CE35336,CE26994,0
CE35337,CE26994,0
CE35393,CE26994,0.0653495441
CE35727,CE26994,0.056231003
CE35728,CE26994,0.0495207668
CE35729,CE26994,0.0512820513
CE36236,CE26994,0.0592705167
CE36237,CE26994,0.0607902736
CE36239,CE26994,0.0510366826
CE36240,CE26994,0.0607902736
CE36241,CE26994,0.056231003
CE36242,CE26994,0.0547112462
CE36244,CE26994,0.0588235294
CE3745,CE26994,0.056231003
CE3750,CE26994,0.056231003
CE3751,CE26994,0.0547112462
CE3752,CE26994,0.056231003
CE3781,CE26994,0.0623100304
CE3817,CE26994,0.056231003
CE3936,CE26994,0.0045592705
CE3937,CE26994,0.0060790274
CE3944,CE26994,0.1550151976
CE4324,CE26994,0.056231003
CE767,CE26994,0.0547112462
CE19886,CE26994,0.0547112462
CE19887,CE26994,0.0560747664
CE26990,CE26994,0
CE26991,CE26994,0
CE10522,CE27023,0.0623100304
CE10523,CE27023,0.0623100304
CE10784,CE27023,0.056231003
CE10836,CE27023,0.056231003
CE10846,CE27023,0.0503144654
CE10847,CE27023,0.056231003
CE10848,CE27023,0.056231003
CE10849,CE27023,0.056231003
CE10865,CE27023,0.0638297872
CE11349,CE27023,0.0639032815
CE16688,CE27023,0.0547112462
CE16864,CE27023,0.056231003
CE16866,CE27023,0.056231003
CE17759,CE27023,0.0623100304
CE18811,CE27023,0.0547112462
CE19894,CE27023,0
CE19895,CE27023,0
CE19900,CE27023,0.0015197568
CE19902,CE27023,0
CE2714,CE27023,0.0623100304
CE2715,CE27023,0.0623100304
CE27739,CE27023,0.0607902736
CE30774,CE27023,0.0607902736
CE3121,CE27023,0
CE31633,CE27023,0.0015197568
CE31676,CE27023,0.0668693009
CE3236,CE27023,0.1550151976
CE35336,CE27023,0
CE35337,CE27023,0
CE35393,CE27023,0.0653495441
CE35727,CE27023,0.056231003
CE35728,CE27023,0.0495207668
CE35729,CE27023,0.0512820513
CE36236,CE27023,0.0592705167
CE36237,CE27023,0.0607902736
CE36239,CE27023,0.0510366826
CE36240,CE27023,0.0607902736
CE36241,CE27023,0.056231003
CE36242,CE27023,0.0547112462
CE36244,CE27023,0.0588235294
CE3745,CE27023,0.056231003
CE3750,CE27023,0.056231003
CE3751,CE27023,0.0547112462
CE3752,CE27023,0.056231003
CE3781,CE27023,0.0623100304
CE3817,CE27023,0.056231003
CE3936,CE27023,0.0045592705
CE3937,CE27023,0.0060790274
CE3944,CE27023,0.1550151976
CE4324,CE27023,0.056231003
CE767,CE27023,0.0547112462
CE19886,CE27023,0.0547112462
CE19887,CE27023,0.0560747664
CE26990,CE27023,0
CE26991,CE27023,0
CE26994,CE27023,0
CE10522,CE28107,0.1561514196
CE10523,CE28107,0.1561514196
CE10784,CE28107,0.1608832808
CE10836,CE28107,0.1608832808
CE10846,CE28107,0.1608832808
CE10847,CE28107,0.1608832808
CE10848,CE28107,0.1608832808
CE10849,CE28107,0.1608832808
CE10865,CE28107,0.1561514196
CE11349,CE28107,0.1615798923
CE16688,CE28107,0.1593059937
CE16864,CE28107,0.1608832808
CE16866,CE28107,0.1608832808
CE17759,CE28107,0.1561514196
CE18811,CE28107,0.1593059937
CE19894,CE28107,0.1561514196
CE19895,CE28107,0.1561514196
CE19900,CE28107,0.1561514196
CE19902,CE28107,0.1561514196
CE2714,CE28107,0.1561514196
CE2715,CE28107,0.1561514196
CE27739,CE28107,0.1561514196
CE30774,CE28107,0.1577287066
CE3121,CE28107,0.1561514196
CE31633,CE28107,0.1561514196
CE31676,CE28107,0.1561514196
CE3236,CE28107,0.0173501577
CE35336,CE28107,0.1561514196
CE35337,CE28107,0.1561514196
CE35393,CE28107,0.1593059937
CE35727,CE28107,0.1608832808
CE35728,CE28107,0.1618589744
CE35729,CE28107,0.1639871383
CE36236,CE28107,0.1608832808
CE36237,CE28107,0.1577287066
CE36239,CE28107,0.1632
CE36240,CE28107,0.1577287066
CE36241,CE28107,0.1608832808
CE36242,CE28107,0.1593059937
CE36244,CE28107,0.1598023064
CE3745,CE28107,0.1608832808
CE3750,CE28107,0.1608832808
CE3751,CE28107,0.1593059937
CE3752,CE28107,0.1608832808
CE3781,CE28107,0.1561514196
CE3817,CE28107,0.1608832808
CE3936,CE28107,0.1529968454
CE3937,CE28107,0.1529968454
CE3944,CE28107,0.0173501577
CE4324,CE28107,0.1608832808
CE767,CE28107,0.1593059937
CE19886,CE28107,0.1593059937
CE19887,CE28107,0.1561514196
CE26990,CE28107,0.1561514196
CE26991,CE28107,0.1561514196
CE26994,CE28107,0.1561514196
CE27023,CE28107,0.1561514196
CE10522,CE28149,0.1565349544
CE10523,CE28149,0.1565349544
CE10784,CE28149,0.1610942249
CE10836,CE28149,0.1610942249
CE10846,CE28149,0.1603773585
CE10847,CE28149,0.1610942249
CE10848,CE28149,0.1610942249
CE10849,CE28149,0.1610942249
CE10865,CE28149,0.1580547112
CE11349,CE28149,0.1623488774
CE16688,CE28149,0.1595744681
CE16864,CE28149,0.1610942249
CE16866,CE28149,0.1610942249
CE17759,CE28149,0.1565349544
CE18811,CE28149,0.1595744681
CE19894,CE28149,0.1580547112
CE19895,CE28149,0.1580547112
CE19900,CE28149,0.1595744681
CE19902,CE28149,0.1579754601
CE2714,CE28149,0.1565349544
CE2715,CE28149,0.1565349544
CE27739,CE28149,0.1565349544
CE30774,CE28149,0.1595744681
CE3121,CE28149,0.1580547112
CE31633,CE28149,0.1595744681
CE31676,CE28149,0.1565349544
CE3236,CE28149,0.0167173252
CE35336,CE28149,0.1580547112
CE35337,CE28149,0.1580547112
CE35393,CE28149,0.1595744681
CE35727,CE28149,0.1610942249
CE35728,CE28149,0.161341853
CE35729,CE28149,0.1634615385
CE36236,CE28149,0.1610942249
CE36237,CE28149,0.1595744681
CE36239,CE28149,0.1626794258
CE36240,CE28149,0.1610942249
CE36241,CE28149,0.1610942249
CE36242,CE28149,0.1595744681
CE36244,CE28149,0.160572337
CE3745,CE28149,0.1610942249
CE3750,CE28149,0.1610942249
CE3751,CE28149,0.1595744681
CE3752,CE28149,0.1610942249
CE3781,CE28149,0.1565349544
CE3817,CE28149,0.1610942249
CE3936,CE28149,0.1550151976
CE3937,CE28149,0.1565349544
CE3944,CE28149,0.0167173252
